k141_442311_3	K03599
k141_442311_4	K03600
k141_442311_5	K01419
k141_442311_6	K03667
k141_370813_2	K13058
k141_370813_3	K00847
k141_370813_11	K01992
k141_370813_12	K01990
k141_370813_13	K05539
k141_370813_18	K01845
k141_370813_19	K03975
k141_370813_20	K07157
k141_370813_21	K03186
k141_370813_22	K02558
k141_370813_24	K03684
k141_370813_30	K06942
k141_370813_32	K02004
k141_370813_33	K02004
k141_370813_34	K02003
k141_370813_35	K02005
k141_370813_37	K01406
k141_370907_1	K03086
k141_370907_2	K01082
k141_442777_2	K02616
k141_442777_3	K15060
k141_225232_1	K07001
k141_225232_3	K09948
k141_153721_3	K01887
k141_153721_4	K04066
k141_153721_5	K00325
k141_153721_6	K00324
k141_153721_7	K00324
k141_153721_9	K00014
k141_153721_11	K01414
k141_153721_12	K03182
k141_153721_13	K03496
k141_6600_5	K07787
k141_6600_8	K08982
k141_6600_9	K01533,K17686
k141_6600_21	K19246
k141_6600_26	K10763
k141_154062_1	K01525
k141_154062_2	K04754
k141_297763_1	K00674
k141_443496_1	K09001
k141_7168_3	K03862
k141_226147_2	K16267
k141_372145_3	K03553
k141_298193_2	K00906
k141_298193_3	K04752
k141_298193_4	K06204
k141_298193_7	K03664
k141_298252_9	K18829
k141_298252_10	K18828
k141_7494_1	K03046
k141_7494_2	K02950
k141_7494_3	K02992
k141_7494_4	K02355
k141_444160_1	K03641
k141_444160_2	K03640
k141_298681_2	K14059
k141_226820_2	K02528
k141_226820_4	K06149
k141_226820_6	K06195
k141_226820_7	K01525
k141_226820_8	K00287,K18590
k141_226820_17	K00560
k141_226820_18	K13292
k141_226820_19	K06969
k141_226820_24	K07660
k141_226820_25	K07637
k141_226820_38	K07336
k141_372852_1	K01740
k141_372852_5	K09930
k141_372852_6	K09929
k141_372852_8	K06942
k141_226857_1	K15987
k141_298860_1	K04087
k141_298860_2	K04088
k141_298860_3	K03665
k141_8298_1	K03544
k141_8298_4	K03545
k141_299067_3	K07124
k141_155751_4	K03789
k141_155751_6	K01649
k141_155751_7	K17103
k141_155751_8	K00053
k141_155751_9	K01653
k141_155751_10	K01652
k141_155751_14	K01990
k141_155751_15	K01992
k141_155751_22	K15724
k141_155751_25	K00941
k141_155751_26	K00788
k141_155775_1	K00951,K01139
k141_445524_2	K01710
k141_445524_5	K00973
k141_445524_9	K03496
k141_445525_1	K07491
k141_445525_2	K02455
k141_445525_3	K02454
k141_445525_4	K02453
k141_445525_5	K02452
k141_445525_8	K06147
k141_299557_11	K06168
k141_299557_12	K06217
k141_299557_13	K07042
k141_299557_14	K06189
k141_299557_15	K03820
k141_299557_16	K08084
k141_299557_17	K02671
k141_299557_21	K02655
k141_299557_23	K01869
k141_299557_24	K03643
k141_299557_25	K02340
k141_299557_26	K00147
k141_299557_27	K00969
k141_299557_28	K09710
k141_299557_30	K01783
k141_299557_31	K01091
k141_299557_32	K01657
k141_299557_33	K01658
k141_299557_34	K00766
k141_299557_35	K01609
k141_299557_36	K10914
k141_299557_37	K07397
k141_299557_39	K01611
k141_299557_40	K03147
k141_299557_41	K00573
k141_299557_43	K12340
k141_299557_44	K02527
k141_299557_45	K03274
k141_299557_46	K03272
k141_299557_48	K03637
k141_299557_49	K03636
k141_299557_50	K03635
k141_299557_53	K21071
k141_373859_3	K01895
k141_228051_1	K00381
k141_299963_1	K17713
k141_299963_2	K03977
k141_156672_1	K02338
k141_9572_3	K01784,K12448
k141_9572_6	K08307
k141_9572_7	K08484
k141_374585_1	K00939
k141_9634_2	K03431
k141_156888_1	K03529
k141_374863_1	K02848
k141_374863_6	K02843
k141_446668_2	K00846
k141_446668_3	K07095
k141_446668_6	K11940
k141_446668_7	K06985
k141_446668_11	K04771,K04772
k141_446671_4	K03719
k141_446671_5	K10941,K11914,K21405
k141_446671_14	K08884
k141_9828_1	K17315
k141_83923_2	K18138
k141_83923_3	K03585
k141_300744_2	K01937
k141_300744_3	K01627
k141_300744_4	K01689
k141_300744_5	K05589
k141_300744_6	K00991
k141_300744_7	K01770
k141_300744_9	K03787
k141_300744_10	K00573
k141_300744_14	K03087
k141_300937_6	K02040
k141_300937_8	K21498
k141_375399_1	K01768
k141_447245_3	K00767
k141_447245_5	K03310
k141_447245_15	K15034
k141_447245_19	K00948
k141_447245_20	K03086
k141_447245_25	K00760
k141_447245_26	K01207
k141_447245_27	K02034
k141_447245_28	K02033
k141_447245_30	K02035
k141_447245_31	K01768
k141_447245_36	K19416
k141_447245_41	K03821
k141_447245_45	K00029
k141_447245_46	K02355
k141_447245_47	K15727
k141_447245_48	K15726
k141_447245_49	K03648
k141_447245_50	K01754
k141_447657_1	K00609
k141_158206_5	K03769
k141_158206_6	K02597
k141_158408_5	K03321
k141_158408_7	K07168
k141_158408_11	K01993
k141_158408_12	K04754
k141_158408_19	K02569
k141_10810_1	K02033
k141_158599_5	K15228
k141_158599_6	K15229
k141_158599_7	K01426
k141_302027_1	K04754
k141_302027_2	K01465
k141_302027_3	K00163
k141_302027_4	K00627
k141_230813_1	K03974
k141_230813_2	K03969
k141_230813_3	K03970
k141_230813_4	K03973
k141_302130_1	K07641,K07711
k141_302130_2	K07491
k141_230854_1	K00362,K00529
k141_230854_2	K04755
k141_302180_5	K04085
k141_302180_10	K03406
k141_302180_11	K07641,K07711
k141_448808_2	K06213
k141_11890_3	K04763
k141_302842_9	K04771,K04772
k141_302842_29	K09815
k141_302842_30	K09817
k141_302842_31	K09816
k141_302842_48	K07323
k141_302842_49	K00228
k141_302842_50	K00950
k141_302842_51	K01633
k141_302842_52	K08591
k141_302842_53	K01409
k141_302842_54	K02970
k141_302842_55	K09117
k141_302842_56	K02316
k141_302842_57	K03086
k141_302842_63	K03427
k141_302842_70	K07102
k141_302842_71	K04744
k141_302842_72	K03771
k141_302842_73	K00097
k141_302855_1	K03406
k141_159863_2	K02412
k141_159863_3	K02411
k141_159863_4	K02410
k141_159863_5	K02409
k141_159863_6	K02408
k141_159863_7	K10943
k141_159863_8	K10942
k141_159863_9	K10941
k141_159863_12	K03716
k141_87027_4	K06889
k141_87027_8	K13041
k141_87027_9	K13041
k141_87027_12	K03179
k141_87027_14	K01012
k141_87027_15	K00652
k141_87027_16	K02170
k141_87027_17	K02169
k141_87027_18	K01935
k141_87027_20	K02275
k141_87027_21	K02274,K02298
k141_87027_23	K02258
k141_87027_24	K02276
k141_87027_28	K02259
k141_87027_29	K02257
k141_87027_36	K01533
k141_87027_38	K03089
k141_87027_41	K09811
k141_87027_42	K09812
k141_87027_43	K03110
k141_87027_44	K07263
k141_87027_45	K07263
k141_87027_46	K08316
k141_87027_47	K00954
k141_87027_57	K02851
k141_87057_3	K03060
k141_87057_4	K00942
k141_232202_4	K01596
k141_303184_6	K01537
k141_303184_8	K11903
k141_303184_12	K02342
k141_303184_15	K01652
k141_303184_16	K01647
k141_303184_18	K02014
k141_303184_19	K01989
k141_303184_30	K05844
k141_303184_31	K06987
k141_303184_33	K07278
k141_378122_2	K01998
k141_378122_3	K01999
k141_378122_4	K00031
k141_87791_1	K03043
k141_87791_2	K03046
k141_233184_1	K00001
k141_233407_1	K02108
k141_233407_2	K02110
k141_233407_3	K02109
k141_233407_4	K02113
k141_233407_5	K02111
k141_13992_1	K01729
k141_13992_2	K20525
k141_162025_4	K09116
k141_162270_2	K01737
k141_162270_4	K09125
k141_162689_3	K07491
k141_14809_3	K03738
k141_14809_9	K03639
k141_14809_11	K01716
k141_14809_12	K00647
k141_89393_1	K07114
k141_89393_3	K02483
k141_89393_4	K07641,K07711
k141_162950_1	K09883
k141_162950_2	K09882
k141_305586_1	K02014
k141_15043_5	K01069
k141_15043_7	K00329,K00356
k141_15043_8	K07090
k141_15043_13	K02454
k141_15043_14	K02455
k141_15043_15	K02456
k141_15043_16	K02457
k141_15043_17	K02458
k141_15043_19	K02460
k141_15043_20	K02461
k141_15043_21	K02462
k141_15043_23	K02453
k141_15043_26	K01990
k141_15043_27	K01992
k141_15043_30	K10563
k141_15043_31	K00681
k141_234601_8	K03529
k141_234601_9	K03528
k141_234601_10	K01972
k141_234601_22	K06149
k141_234601_26	K04485
k141_234601_31	K03106
k141_234601_32	K02959
k141_234601_33	K02860
k141_234601_34	K00554
k141_234601_35	K02884
k141_234601_36	K04763
k141_234601_37	K09767
k141_234601_38	K03981
k141_234601_39	K05838
k141_380947_14	K03654
k141_163176_1	K03185
k141_234783_2	K02871
k141_234783_3	K02996
k141_381032_1	K07274
k141_381032_2	K02078
k141_163450_1	K00873
k141_381307_11	K03406
k141_381307_13	K03406
k141_381307_14	K01881
k141_381307_17	K00344
k141_381307_18	K07491
k141_381307_22	K00657
k141_90572_2	K03218
k141_90572_3	K12573
k141_90572_4	K07171,K18841
k141_90572_5	K07172,K18842
k141_90572_6	K18828
k141_90572_10	K07133
k141_453764_1	K00748
k141_453764_3	K02372
k141_15476_1	K01610
k141_15476_2	K00226
k141_15476_3	K03737
k141_15476_5	K01006
k141_15476_9	K01147
k141_15476_10	K03704
k141_15476_14	K02485,K07315
k141_15476_21	K00242
k141_15476_22	K00239
k141_15476_23	K00240
k141_15476_24	K06980
k141_15476_25	K04567
k141_15476_26	K02836
k141_15476_31	K00574
k141_15476_33	K07285
k141_15476_34	K07285
k141_15476_36	K02025
k141_15476_37	K02026
k141_15476_39	K02232
k141_15476_43	K19221
k141_15476_47	K18911
k141_15476_55	K02040
k141_15476_57	K02450,K12283
k141_15476_60	K20035
k141_15476_62	K03521
k141_15476_64	K07516
k141_15476_68	K07003
k141_15476_72	K00154
k141_15476_73	K00108
k141_381476_1	K01878
k141_381476_4	K00798
k141_381476_5	K08218
k141_381476_6	K07443
k141_381476_7	K04078
k141_381476_8	K04077
k141_235579_4	K01778
k141_235579_5	K09921
k141_235579_6	K03733
k141_235579_7	K01419
k141_235579_8	K03667
k141_235579_9	K01814
k141_235579_10	K03183
k141_235579_11	K03690
k141_235579_12	K03688
k141_235579_15	K03152
k141_235579_16	K03797
k141_235579_21	K03071
k141_235579_22	K00057
k141_235579_23	K03216
k141_235579_24	K17828
k141_382198_6	K03181
k141_382198_7	K03655
k141_307107_3	K03327
k141_91609_1	K01875
k141_91609_2	K09137
k141_91609_5	K00425
k141_91609_11	K01090,K11890,K20074
k141_91609_12	K07169,K11894,K11913
k141_91609_13	K07323
k141_91609_16	K03527
k141_91609_17	K07003
k141_91609_19	K01662
k141_91609_21	K06045
k141_91609_22	K01243
k141_91609_23	K00091
k141_91609_34	K11747
k141_91609_36	K03313
k141_236147_1	K02014
k141_16678_1	K00412
k141_16678_2	K00412
k141_92184_1	K03694
k141_92184_3	K09700
k141_236637_1	K11004
k141_236637_2	K11004
k141_455273_1	K00123
k141_236751_5	K07124
k141_236751_6	K02484,K07639,K18072
k141_236751_8	K18989
k141_307950_3	K07491
k141_383382_2	K03089
k141_308051_1	K03657
k141_92968_3	K02909
k141_92968_5	K01647
k141_92968_7	K05366
k141_92968_8	K02662
k141_92968_9	K02663
k141_92968_10	K02664
k141_92968_11	K02665
k141_92968_12	K02507,K02666
k141_92968_13	K00891
k141_92968_15	K01735
k141_92968_17	K00265
k141_92968_18	K00266
k141_92968_20	K00265
k141_92968_21	K00266
k141_92968_22	K01599
k141_92968_26	K00031
k141_92968_27	K00174
k141_92968_28	K00175
k141_92968_30	K03616
k141_92968_31	K00171,K00172,K02573,K03737,K13795,K18930
k141_92968_32	K03615
k141_92968_33	K03614
k141_92968_35	K03613
k141_92968_36	K03617
k141_384043_1	K03628
k141_384043_3	K01698
k141_456567_1	K01118
k141_456567_2	K03088
k141_456587_1	K13634
k141_456587_2	K07090
k141_456587_3	K01081
k141_456805_3	K07171
k141_456812_1	K00053
k141_384551_2	K09920
k141_384551_4	K03524
k141_384551_5	K03525
k141_384551_12	K02337
k141_384551_13	K01962
k141_384551_14	K04075
k141_309112_41	K08218
k141_18334_3	K11004,K12541
k141_18334_5	K11206
k141_166672_2	K00342
k141_166672_4	K05568
k141_309193_10	K13283
k141_238327_1	K01756
k141_94287_1	K03413
k141_18819_1	K00297
k141_18819_2	K00789
k141_18819_6	K00615
k141_457880_21	K11927
k141_457880_22	K03704
k141_457956_11	K09695
k141_457956_12	K09694
k141_167532_6	K00821
k141_167532_7	K00611
k141_167532_8	K02010
k141_167532_9	K07184
k141_167532_10	K01687
k141_167532_11	K01438
k141_167532_12	K14682
k141_167532_23	K02434
k141_167532_24	K02433
k141_167532_25	K02435
k141_167532_26	K03569
k141_167532_27	K03570
k141_167532_28	K03571
k141_167532_29	K05515
k141_167532_30	K05837
k141_167532_31	K08305
k141_167532_32	K03642
k141_167532_33	K07258
k141_167532_34	K00824
k141_167532_35	K03801
k141_94817_1	K02276
k141_94817_2	K02258
k141_94817_3	K02274,K02298
k141_167684_7	K01585
k141_239481_1	K01156
k141_167913_1	K00127
k141_239940_3	K21029
k141_239940_4	K03638
k141_239940_5	K03750
k141_239940_6	K03753
k141_239940_7	K03752
k141_239940_9	K08296
k141_95602_3	K07491
k141_240158_1	K04090
k141_311437_4	K03427
k141_20394_3	K06911
k141_169185_1	K00537
k141_169185_3	K02470
k141_169437_1	K06223
k141_169641_1	K21498
k141_312557_1	K02316
k141_312557_2	K03086
k141_241713_4	K06919
k141_241713_6	K18691
k141_241713_13	K07497
k141_241713_14	K07497
k141_21914_3	K01595
k141_22025_3	K00611
k141_22025_4	K01940
k141_388232_2	K04653
k141_388232_3	K04651
k141_388232_4	K04652
k141_388232_5	K04654
k141_242111_1	K00783
k141_242111_2	K06287
k141_242111_3	K08301
k141_242453_3	K07301
k141_171160_42	K03305
k141_389277_1	K07734
k141_389277_20	K13643
k141_389277_22	K01772
k141_389277_23	K03671
k141_389277_24	K00939
k141_389277_28	K03574
k141_389277_29	K01256
k141_313594_1	K01420
k141_313594_3	K00404
k141_313594_4	K00405
k141_313594_6	K00406
k141_313594_9	K09926
k141_313594_10	K00758
k141_313594_11	K00948
k141_313594_13	K09004
k141_313594_14	K03088
k141_171717_3	K02005
k141_171717_4	K02003,K05685
k141_171717_5	K02004
k141_99094_2	K15778
k141_390169_2	K02585
k141_390169_6	K03617
k141_390169_8	K03616
k141_390169_20	K09788
k141_390169_24	K07141
k141_390169_27	K07662
k141_390169_30	K00995,K08744
k141_390169_31	K03703
k141_390169_32	K07689
k141_390169_33	K10804
k141_390169_34	K02003
k141_390169_35	K02004
k141_390169_36	K03794
k141_23864_20	K09786
k141_23864_21	K07180
k141_23864_30	K01488,K21053
k141_23864_32	K07152
k141_23864_33	K09796
k141_172280_5	K12251
k141_314437_36	K02014
k141_243990_1	K01752
k141_243990_2	K00969
k141_244536_1	K00164
k141_244536_2	K00658
k141_173462_2	K16052
k141_245017_1	K00568
k141_245017_2	K04763
k141_245017_3	K02884
k141_245017_4	K00554
k141_245017_5	K02860
k141_245017_6	K02959
k141_173841_1	K05845,K05846
k141_173841_2	K05847
k141_173841_3	K01141
k141_173944_1	K02358
k141_173944_13	K00012
k141_173944_14	K01056
k141_173944_15	K02897
k141_173944_16	K00948
k141_173944_17	K00919
k141_173944_18	K02494
k141_173944_20	K02492
k141_173944_21	K02835
k141_173944_22	K02493
k141_101625_1	K02837
k141_101903_1	K01912
k141_101903_6	K01933
k141_101903_7	K11175
k141_101903_9	K01494
k141_101903_10	K03593
k141_101903_11	K01874
k141_101903_12	K03617
k141_101903_13	K03616
k141_101903_14	K03615
k141_101903_15	K03614
k141_101903_16	K03612
k141_101903_17	K03613
k141_101903_18	K10773
k141_101903_20	K09930
k141_101903_21	K09929
k141_101903_23	K15977
k141_101903_24	K01652
k141_101903_25	K00128,K06447
k141_101903_27	K03316
k141_101903_33	K01908
k141_101903_34	K03417
k141_101903_35	K01659
k141_101903_36	K01720
k141_101903_39	K07001
k141_392629_1	K02464,K02654
k141_392629_2	K02653
k141_392629_3	K02454,K02652
k141_26457_3	K00855
k141_26457_5	K02669
k141_26457_6	K06997
k141_26457_7	K00286
k141_26457_8	K02221
k141_26457_10	K00641
k141_26457_13	K09792
k141_26457_16	K00762
k141_26457_23	K01430
k141_26457_39	K03187
k141_26457_41	K03189
k141_102165_1	K07114
k141_466406_1	K02193
k141_466406_2	K03554
k141_317871_1	K01972
k141_317871_3	K01246
k141_317871_4	K02517
k141_175012_3	K03814
k141_175012_4	K05365
k141_175012_7	K03722
k141_175012_8	K14742
k141_175012_13	K11912
k141_317927_3	K09001
k141_317927_4	K20862
k141_317927_6	K00436
k141_317927_7	K03605
k141_102615_1	K03168
k141_318301_3	K01945
k141_318301_4	K00602
k141_318301_5	K03557
k141_318301_7	K02687
k141_318301_8	K01961
k141_318301_9	K02160
k141_318301_10	K03786
k141_318301_12	K04084
k141_318301_13	K03926
k141_318301_14	K04078
k141_318301_15	K04077
k141_318301_17	K02670
k141_318301_18	K00982
k141_318301_19	K00826
k141_318301_23	K02844
k141_318301_24	K02848
k141_318301_26	K00612
k141_318301_28	K03594
k141_318301_30	K15726
k141_318301_35	K03657
k141_318301_40	K03744
k141_318301_43	K08483
k141_318301_46	K02335
k141_318301_47	K03978
k141_318301_50	K03673
k141_318301_52	K03656,K03657
k141_318301_54	K07391
k141_318301_55	K09806
k141_318301_57	K04752
k141_318301_58	K03320
k141_318301_60	K00797
k141_318301_61	K01585
k141_318301_62	K00020,K00042
k141_27722_4	K03606
k141_27722_7	K02017
k141_27722_8	K02018
k141_175826_1	K03498
k141_175826_5	K14058
k141_175826_8	K04748
k141_175826_9	K01601
k141_175826_10	K00548
k141_175826_16	K01079
k141_175831_8	K06973
k141_103524_3	K03381
k141_103533_1	K03640
k141_103533_2	K03641
k141_103533_4	K03560
k141_394348_1	K11942
k141_394348_4	K00798
k141_395023_6	K02014
k141_319475_3	K14445
k141_104296_24	K18691
k141_29030_1	K07491
k141_29030_5	K02035,K13893
k141_29030_6	K07320
k141_29030_8	K01736
k141_29030_9	K05820
k141_320152_9	K03169
k141_469349_1	K01902
k141_469349_2	K04079
k141_469349_6	K11179
k141_469349_8	K07236
k141_469349_9	K07235
k141_469349_10	K19416
k141_396253_2	K01571
k141_177936_6	K07787
k141_177936_10	K02120
k141_177936_11	K02118
k141_177936_12	K02117
k141_177936_15	K02124
k141_177936_16	K02123
k141_105059_12	K18989
k141_105059_14	K01918
k141_105059_15	K00606
k141_105059_16	K00950
k141_105059_17	K00970
k141_105059_18	K01915
k141_105059_21	K07323
k141_105059_23	K11720
k141_105059_24	K07091
k141_105059_25	K01255
k141_105059_26	K07711
k141_105059_33	K07098
k141_105059_41	K03320
k141_105059_43	K06940
k141_105059_44	K00394
k141_105059_45	K00395
k141_105059_47	K02652
k141_105059_48	K02653
k141_105059_49	K02654
k141_105059_51	K18778
k141_105059_53	K03574
k141_105059_54	K00620
k141_105059_55	K03070
k141_105059_57	K02535
k141_105059_58	K03531
k141_105059_59	K03590
k141_105059_60	K03589
k141_105059_61	K01921
k141_105059_62	K00075
k141_105059_64	K01924
k141_105059_65	K02563
k141_105059_66	K03588
k141_105059_67	K01925
k141_105059_68	K01000
k141_105059_69	K01929
k141_105059_70	K01928
k141_105059_71	K03587
k141_105059_72	K03586
k141_105059_73	K03438
k141_105059_74	K03925
k141_105059_75	K07056
k141_105059_76	K07121
k141_105059_77	K07460
k141_105059_78	K03271,K12961
k141_105059_81	K07114
k141_105059_82	K07114
k141_105059_86	K01990
k141_249296_5	K07090
k141_249296_6	K01886
k141_249369_1	K02884
k141_249369_2	K00554
k141_249369_3	K02860
k141_105178_2	K06199
k141_105178_3	K09137
k141_105178_13	K02523
k141_105178_14	K02888
k141_105178_15	K02899
k141_105178_16	K03979
k141_105178_17	K00931
k141_105178_18	K02968
k141_105178_19	K03980
k141_105178_20	K11753
k141_105178_21	K01870
k141_105178_22	K03101
k141_178269_2	K01866
k141_321119_1	K17224
k141_321119_2	K17222,K19713
k141_321119_3	K17227
k141_321119_4	K17226
k141_321119_6	K17247
k141_321119_7	K07147
k141_321119_9	K01952
k141_321119_10	K04768
k141_321119_13	K01858
k141_321119_14	K03977
k141_321119_15	K17713
k141_321119_17	K01892
k141_321119_19	K02656
k141_321119_20	K06941
k141_321119_21	K00940
k141_321119_27	K01008
k141_321119_29	K07496
k141_321119_30	K18912
k141_178449_2	K02314
k141_178449_4	K02963
k141_178449_5	K02990
k141_397281_3	K01997
k141_397319_1	K01576
k141_179252_7	K19159
k141_179252_8	K19158
k141_179252_20	K02456
k141_179252_22	K02454
k141_179467_1	K02887
k141_179467_2	K02916
k141_179467_3	K02520
k141_179467_4	K01868
k141_179467_5	K03702
k141_179467_9	K03613
k141_179467_10	K03612
k141_179467_11	K03614
k141_179467_12	K03615
k141_179467_15	K03734
k141_179467_16	K01902
k141_179467_17	K01903
k141_179467_18	K06950
k141_179467_19	K02668
k141_179467_20	K02667
k141_31299_1	K01915
k141_250908_2	K00826
k141_106973_3	K12979
k141_322791_1	K03832
k141_322791_2	K03559
k141_322791_3	K03561
k141_322791_4	K03561
k141_472252_2	K03548
k141_472252_3	K07397
k141_472252_4	K01609,K13498
k141_32385_1	K03770
k141_32734_1	K03797
k141_32734_2	K01814
k141_32734_3	K01693
k141_32866_5	K11206
k141_32866_6	K17229
k141_32866_9	K04561
k141_32866_14	K02574
k141_32866_15	K02573
k141_32866_16	K02567
k141_32866_17	K02570
k141_181027_8	K03495
k141_181027_9	K03501
k141_181027_10	K03496
k141_181027_11	K03497
k141_181027_12	K02116
k141_181027_13	K02108
k141_181027_14	K02110
k141_181027_15	K02109
k141_181027_16	K02113
k141_181027_17	K02111
k141_181027_18	K02115
k141_181027_19	K02112
k141_181027_20	K02114
k141_181027_22	K04042
k141_181027_23	K00820
k141_251933_2	K01703
k141_251933_3	K01704
k141_251933_4	K00052
k141_251933_5	K00133
k141_251933_6	K08086
k141_251933_7	K06173
k141_251933_8	K01817
k141_251933_9	K01696
k141_251933_10	K01695
k141_251933_11	K01963
k141_251933_12	K11754
k141_251933_13	K03749
k141_251933_14	K03558
k141_251933_15	K00764
k141_251933_24	K03687
k141_251933_27	K00124
k141_251933_32	K00362,K05297
k141_251933_33	K02575
k141_251933_37	K13069,K21021
k141_251933_38	K10764
k141_251933_39	K05524
k141_251933_41	K03555
k141_251933_43	K01975
k141_251933_44	K03553
k141_251933_45	K03565
k141_251933_46	K01872
k141_251933_47	K00928
k141_251933_48	K03563
k141_400150_14	K02346
k141_400150_20	K01800
k141_33194_47	K07316
k141_33194_62	K02078
k141_252244_1	K03717
k141_252244_3	K08484
k141_252244_12	K06911
k141_252378_7	K03856
k141_252378_9	K02355
k141_252378_11	K02482,K14986
k141_252378_13	K00018
k141_181756_2	K21024
k141_181756_11	K03568
k141_181756_13	K02226,K15634
k141_181756_15	K03806
k141_401061_1	K03531
k141_401061_2	K03590
k141_401061_4	K01924
k141_252947_5	K01840
k141_474591_5	K04046
k141_324950_1	K07678
k141_474729_6	K03634
k141_474729_7	K07478
k141_474918_3	K07497
k141_402410_7	K18301
k141_402410_11	K00428
k141_402410_13	K01665
k141_110203_2	K01889
k141_110203_3	K01890
k141_110203_4	K04764
k141_110205_14	K02275
k141_110205_15	K02274
k141_110205_17	K01533
k141_325958_1	K01626
k141_325958_6	K02911
k141_402762_1	K03628
k141_402762_2	K03671
k141_402762_3	K03732
k141_402762_6	K08309
k141_183573_3	K01768
k141_183573_4	K10914
k141_183573_5	K15738
k141_183573_8	K00526
k141_183573_9	K00525
k141_183573_15	K18829
k141_183573_17	K07019
k141_183573_21	K06204
k141_183573_24	K09457
k141_183573_25	K00854
k141_183573_26	K06203
k141_402980_1	K15580
k141_402980_2	K15581
k141_183936_1	K03184,K03185,K18800
k141_183936_2	K03185
k141_183936_3	K01262
k141_183936_4	K09892
k141_183936_6	K01934
k141_183936_8	K01754
k141_183936_9	K01807
k141_476333_1	K02585
k141_476333_5	K18829
k141_476333_6	K18828
k141_184253_1	K07133
